,id,date,dateStandard,value,unit,address,coordinates,date_modified,acronimo_short
0,QA00NO0001,202104192300000000,UTC,44.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-19 23:00:00,QA00
1,QA0NO20001,202104192300000000,UTC,140.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-19 23:00:00,QA0N
2,QA00O30001,202104192300000000,UTC,106.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-19 23:00:00,QA00
3,QAPM250001,202104200000000000,UTC,4.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-20 00:00:00,QAPM
4,QAPM100001,202104200000000000,UTC,12.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-20 00:00:00,QAPM
5,QA0SO20001,202104200000000000,UTC,-99.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-20 00:00:00,QA0S
6,QA00CO0001,202104200000000000,UTC,-99.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-20 00:00:00,QA00
7,RULAEQ0001,202104192300000000,UTC,53.0,dB(A),Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-19 23:00:00,RULA
8,ME00PA0001,202104192300000000,UTC,1014.0,Mbar,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-19 23:00:00,ME00
9,ME00HR0001,202104192300000000,UTC,80.1,%,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-19 23:00:00,ME00
10,METEMP0001,202104192300000000,UTC,16.5,ºC,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-19 23:00:00,METE
11,ME00VI0001,202104192300000000,UTC,-99.0,km/h,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-19 23:00:00,ME00
12,ME00VD0001,202104192300000000,UTC,-99.0,º,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-19 23:00:00,ME00
13,ME00PP0001,202104192300000000,UTC,-99.0,mm,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.703276, 'lng': -9.199463}",2021-04-19 23:00:00,ME00
14,QA00NO0002,202104192300000000,UTC,-99.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.705073, 'lng': -9.209563}",2021-04-19 23:00:00,QA00
15,QA0NO20002,202104192300000000,UTC,65.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.705073, 'lng': -9.209563}",2021-04-19 23:00:00,QA0N
16,QA00O30002,202104192300000000,UTC,90.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.705073, 'lng': -9.209563}",2021-04-19 23:00:00,QA00
17,QAPM250002,202104200000000000,UTC,5.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.705073, 'lng': -9.209563}",2021-04-20 00:00:00,QAPM
18,QAPM100002,202104200000000000,UTC,14.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.705073, 'lng': -9.209563}",2021-04-20 00:00:00,QAPM
19,QA0SO20002,202104200000000000,UTC,-99.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.705073, 'lng': -9.209563}",2021-04-20 00:00:00,QA0S
20,QA00CO0002,202104200000000000,UTC,18.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.705073, 'lng': -9.209563}",2021-04-20 00:00:00,QA00
21,RULAEQ0002,202104192300000000,UTC,52.0,dB(A),Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.705073, 'lng': -9.209563}",2021-04-19 23:00:00,RULA
22,ME00PA0002,202104192300000000,UTC,1011.0,Mbar,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.705073, 'lng': -9.209563}",2021-04-19 23:00:00,ME00
