,id,avg,date,dateStandard,value,unit,address,coordinates,directions,date_modified,acronimo_short
0,QA00NO0001,1h,202112291100000000,UTC,76.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2021-12-29 11:00:00,QA00
1,QA0NO20001,1h,202112291100000000,UTC,57.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2021-12-29 11:00:00,QA0N
2,QA00O30001,1h,202112291100000000,UTC,50.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2021-12-29 11:00:00,QA00
3,QAPM250001,1h,202112291100000000,UTC,6.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2021-12-29 11:00:00,QAPM
4,QAPM100001,1h,202112291100000000,UTC,17.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2021-12-29 11:00:00,QAPM
5,QA00CO0001,1h,202112291100000000,UTC,0.1406197,mg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2021-12-29 11:00:00,QA00
6,RULAEQ0001,1h,202112291100000000,UTC,56.0,dB(A),Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2021-12-29 11:00:00,RULA
7,ME00PA0001,1h,202112291100000000,UTC,1021.0,mbar,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2021-12-29 11:00:00,ME00
8,ME00HR0001,1h,202112291100000000,UTC,90.6,%,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2021-12-29 11:00:00,ME00
9,METEMP0001,1h,202112291100000000,UTC,17.6,ºC,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2021-12-29 11:00:00,METE
10,QA00NO0002,1h,202112291100000000,UTC,6.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2021-12-29 11:00:00,QA00
11,QA0NO20002,1h,202112291100000000,UTC,32.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2021-12-29 11:00:00,QA0N
12,QA00O30002,1h,202112291100000000,UTC,73.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2021-12-29 11:00:00,QA00
13,QAPM250002,1h,202112291100000000,UTC,5.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2021-12-29 11:00:00,QAPM
14,QAPM100002,1h,202112291100000000,UTC,14.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2021-12-29 11:00:00,QAPM
15,QA0SO20002,1h,202112291100000000,UTC,-99.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2021-12-29 11:00:00,QA0S
16,QA00CO0002,1h,202112291100000000,UTC,0.0500484,mg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2021-12-29 11:00:00,QA00
17,RULAEQ0002,1h,202112291100000000,UTC,52.0,dB(A),Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2021-12-29 11:00:00,RULA
18,ME00PA0002,1h,202112291100000000,UTC,1018.0,mbar,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2021-12-29 11:00:00,ME00
19,ME00HR0002,1h,202112291100000000,UTC,90.6,%,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2021-12-29 11:00:00,ME00
20,METEMP0002,1h,202112291100000000,UTC,17.0,ºC,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2021-12-29 11:00:00,METE
21,QA00NO0003,1h,202112291100000000,UTC,-99.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2021-12-29 11:00:00,QA00
22,QA0NO20003,1h,202112291100000000,UTC,80.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2021-12-29 11:00:00,QA0N
23,QA00O30003,1h,202112291100000000,UTC,-99.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2021-12-29 11:00:00,QA00
