,id,avg,date,dateStandard,value,unit,address,coordinates,directions,date_modified,acronimo_short
0,QA00NO0001,1h,202208151100000000,UTC,45.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-08-15 11:00:00,QA00
1,QA0NO20001,1h,202208151100000000,UTC,41.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-08-15 11:00:00,QA0N
2,QA00O30001,1h,202208151100000000,UTC,74.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-08-15 11:00:00,QA00
3,QAPM250001,1h,202208151100000000,UTC,2.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-08-15 11:00:00,QAPM
4,QAPM100001,1h,202208151100000000,UTC,9.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-08-15 11:00:00,QAPM
5,QA00CO0001,1h,202208151100000000,UTC,0.2097417,mg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-08-15 11:00:00,QA00
6,RULAEQ0001,1h,202208151100000000,UTC,54.0,dB(A),Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-08-15 11:00:00,RULA
7,ME00PA0001,1h,202208151100000000,UTC,1009.0,mbar,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-08-15 11:00:00,ME00
8,ME00HR0001,1h,202208151100000000,UTC,55.9,%,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-08-15 11:00:00,ME00
9,METEMP0001,1h,202208151100000000,UTC,25.6,ºC,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-08-15 11:00:00,METE
10,QA00NO0002,1h,202208151100000000,UTC,-99.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2022-08-15 11:00:00,QA00
11,QA0NO20002,1h,202208151100000000,UTC,75.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2022-08-15 11:00:00,QA0N
12,QA00O30002,1h,202208151100000000,UTC,64.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2022-08-15 11:00:00,QA00
13,QAPM250002,1h,202208151100000000,UTC,5.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2022-08-15 11:00:00,QAPM
14,QAPM100002,1h,202208151100000000,UTC,14.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2022-08-15 11:00:00,QAPM
15,QA0SO20002,1h,202208151100000000,UTC,-99.0,µg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2022-08-15 11:00:00,QA0S
16,QA00CO0002,1h,202208151100000000,UTC,0.048345099999999995,mg/m3,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2022-08-15 11:00:00,QA00
17,RULAEQ0002,1h,202208151100000000,UTC,50.0,dB(A),Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2022-08-15 11:00:00,RULA
18,ME00PA0002,1h,202208151100000000,UTC,1005.0,mbar,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2022-08-15 11:00:00,ME00
19,ME00HR0002,1h,202208151100000000,UTC,61.0,%,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2022-08-15 11:00:00,ME00
20,METEMP0002,1h,202208151100000000,UTC,24.8,ºC,Restelo - Rua Gonçalo Velho Cabral,"{'x': -93600.6515, 'y': -106330.6078, 'z': 0, 'lat': 38.70553838, 'lng': -9.20915802}",,2022-08-15 11:00:00,METE
21,QA00NO0003,1h,202208151100000000,UTC,-99.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-08-15 11:00:00,QA00
22,QA0NO20003,1h,202208151100000000,UTC,4.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-08-15 11:00:00,QA0N
23,QA00O30003,1h,202208151100000000,UTC,-99.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-08-15 11:00:00,QA00
24,QAPM250003,1h,202208151100000000,UTC,3.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-08-15 11:00:00,QAPM
25,QAPM100003,1h,202208151100000000,UTC,10.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-08-15 11:00:00,QAPM
26,QA0SO20003,1h,202208151100000000,UTC,-99.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-08-15 11:00:00,QA0S
27,QA00CO0003,1h,202208151100000000,UTC,0.0690654,mg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-08-15 11:00:00,QA00
28,RULAEQ0003,1h,202208151100000000,UTC,62.0,dB(A),Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-08-15 11:00:00,RULA
29,ME00PA0003,1h,202208151100000000,UTC,1011.0,mbar,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-08-15 11:00:00,ME00
30,ME00HR0003,1h,202208151100000000,UTC,60.6,%,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-08-15 11:00:00,ME00
31,METEMP0003,1h,202208151100000000,UTC,25.0,ºC,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-08-15 11:00:00,METE
32,QA0NO20004,1h,202208151100000000,UTC,24.0,µg/m3,Alcântara - Rua dos Lusíadas,"{'x': -90989.1053, 'y': -106364.6055, 'z': 0, 'lat': 38.70550458, 'lng': -9.179135475}",,2022-08-15 11:00:00,QA0N
33,QAPM250004,1h,202208151100000000,UTC,8.0,µg/m3,Alcântara - Rua dos Lusíadas,"{'x': -90989.1053, 'y': -106364.6055, 'z': 0, 'lat': 38.70550458, 'lng': -9.179135475}",,2022-08-15 11:00:00,QAPM
34,QAPM100004,1h,202208151100000000,UTC,20.0,µg/m3,Alcântara - Rua dos Lusíadas,"{'x': -90989.1053, 'y': -106364.6055, 'z': 0, 'lat': 38.70550458, 'lng': -9.179135475}",,2022-08-15 11:00:00,QAPM
35,QA00CO0004,1h,202208151100000000,UTC,0.16871419999999998,mg/m3,Alcântara - Rua dos Lusíadas,"{'x': -90989.1053, 'y': -106364.6055, 'z': 0, 'lat': 38.70550458, 'lng': -9.179135475}",,2022-08-15 11:00:00,QA00
36,RULAEQ0004,1h,202208151100000000,UTC,64.0,dB(A),Alcântara - Rua dos Lusíadas,"{'x': -90989.1053, 'y': -106364.6055, 'z': 0, 'lat': 38.70550458, 'lng': -9.179135475}",,2022-08-15 11:00:00,RULA
37,ME00PA0004,1h,202208151100000000,UTC,1016.0,mbar,Alcântara - Rua dos Lusíadas,"{'x': -90989.1053, 'y': -106364.6055, 'z': 0, 'lat': 38.70550458, 'lng': -9.179135475}",,2022-08-15 11:00:00,ME00
38,ME00HR0004,1h,202208151100000000,UTC,74.4,%,Alcântara - Rua dos Lusíadas,"{'x': -90989.1053, 'y': -106364.6055, 'z': 0, 'lat': 38.70550458, 'lng': -9.179135475}",,2022-08-15 11:00:00,ME00
39,METEMP0004,1h,202208151100000000,UTC,25.0,ºC,Alcântara - Rua dos Lusíadas,"{'x': -90989.1053, 'y': -106364.6055, 'z': 0, 'lat': 38.70550458, 'lng': -9.179135475}",,2022-08-15 11:00:00,METE
40,QA00NO0005,1h,202208151100000000,UTC,-99.0,µg/m3,Avenida Vinte e Quatro de Julho,"{'x': -89030, 'y': -106299, 'z': 0, 'lat': 38.70629477, 'lng': -9.156625047}",,2022-08-15 11:00:00,QA00
41,QA0NO20005,1h,202208151100000000,UTC,26.0,µg/m3,Avenida Vinte e Quatro de Julho,"{'x': -89030, 'y': -106299, 'z': 0, 'lat': 38.70629477, 'lng': -9.156625047}",,2022-08-15 11:00:00,QA0N
42,QA00O30005,1h,202208151100000000,UTC,107.0,µg/m3,Avenida Vinte e Quatro de Julho,"{'x': -89030, 'y': -106299, 'z': 0, 'lat': 38.70629477, 'lng': -9.156625047}",,2022-08-15 11:00:00,QA00
43,QAPM250005,1h,202208151100000000,UTC,3.0,µg/m3,Avenida Vinte e Quatro de Julho,"{'x': -89030, 'y': -106299, 'z': 0, 'lat': 38.70629477, 'lng': -9.156625047}",,2022-08-15 11:00:00,QAPM
44,QAPM100005,1h,202208151100000000,UTC,11.0,µg/m3,Avenida Vinte e Quatro de Julho,"{'x': -89030, 'y': -106299, 'z': 0, 'lat': 38.70629477, 'lng': -9.156625047}",,2022-08-15 11:00:00,QAPM
45,QA00CO0005,1h,202208151100000000,UTC,0.0667229,mg/m3,Avenida Vinte e Quatro de Julho,"{'x': -89030, 'y': -106299, 'z': 0, 'lat': 38.70629477, 'lng': -9.156625047}",,2022-08-15 11:00:00,QA00
46,RULAEQ0005,1h,202208151100000000,UTC,63.0,dB(A),Avenida Vinte e Quatro de Julho,"{'x': -89030, 'y': -106299, 'z': 0, 'lat': 38.70629477, 'lng': -9.156625047}",,2022-08-15 11:00:00,RULA
47,ME00PA0005,1h,202208151100000000,UTC,1012.0,mbar,Avenida Vinte e Quatro de Julho,"{'x': -89030, 'y': -106299, 'z': 0, 'lat': 38.70629477, 'lng': -9.156625047}",,2022-08-15 11:00:00,ME00
48,ME00HR0005,1h,202208151100000000,UTC,53.7,%,Avenida Vinte e Quatro de Julho,"{'x': -89030, 'y': -106299, 'z': 0, 'lat': 38.70629477, 'lng': -9.156625047}",,2022-08-15 11:00:00,ME00
49,METEMP0005,1h,202208151100000000,UTC,26.6,ºC,Avenida Vinte e Quatro de Julho,"{'x': -89030, 'y': -106299, 'z': 0, 'lat': 38.70629477, 'lng': -9.156625047}",,2022-08-15 11:00:00,METE
50,RULAEQ0006,1h,202208151100000000,UTC,73.0,dB(A),Avenida Infante Santo,"{'x': -90000.2293, 'y': -106196.9223, 'z': 0, 'lat': 38.7141043766564, 'lng': -9.160955344730061}",,2022-08-15 11:00:00,RULA
51,ME00PA0006,1h,202208151100000000,UTC,1015.0,mbar,Avenida Infante Santo,"{'x': -90000.2293, 'y': -106196.9223, 'z': 0, 'lat': 38.7141043766564, 'lng': -9.160955344730061}",,2022-08-15 11:00:00,ME00
52,ME00HR0006,1h,202208151100000000,UTC,46.2,%,Avenida Infante Santo,"{'x': -90000.2293, 'y': -106196.9223, 'z': 0, 'lat': 38.7141043766564, 'lng': -9.160955344730061}",,2022-08-15 11:00:00,ME00
53,METEMP0006,1h,202208151100000000,UTC,27.8,ºC,Avenida Infante Santo,"{'x': -90000.2293, 'y': -106196.9223, 'z': 0, 'lat': 38.7141043766564, 'lng': -9.160955344730061}",,2022-08-15 11:00:00,METE
54,QA00NO0007,1h,202208151100000000,UTC,180.0,µg/m3,Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,QA00
55,QA0NO20007,1h,202208151100000000,UTC,42.0,µg/m3,Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,QA0N
56,QA00O30007,1h,202208151100000000,UTC,106.0,µg/m3,Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,QA00
57,QAPM250007,1h,202208151100000000,UTC,4.0,µg/m3,Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,QAPM
58,QAPM100007,1h,202208151100000000,UTC,13.0,µg/m3,Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,QAPM
59,QA0SO20007,1h,202208151100000000,UTC,-99.0,µg/m3,Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,QA0S
60,QA00CO0007,1h,202208151100000000,UTC,0.3866542,mg/m3,Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,QA00
61,RULAEQ0007,1h,202208151100000000,UTC,64.0,dB(A),Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,RULA
62,ME00PA0007,1h,202208151100000000,UTC,985.0,mbar,Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,ME00
63,ME00HR0007,1h,202208151100000000,UTC,52.2,%,Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,ME00
64,METEMP0007,1h,202208151100000000,UTC,25.3,ºC,Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,METE
65,ME00VI0007,1h,202208151100000000,UTC,1.4,km/h,Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,ME00
66,ME00VD0007,1h,202208151100000000,UTC,8.0,º,Santa Apolónia - Avenida Infante Dom Henrique,"{'x': -86150.5924153, 'y': -105527.272627, 'z': 0, 'lat': 38.71271031, 'lng': -9.123678666}",,2022-08-15 11:00:00,ME00
67,QA0NO20008,1h,202208151100000000,UTC,41.0,µg/m3,Baixa - Rua do Ouro,"{'x': -87413.3926, 'y': -105994.752, 'z': 0, 'lat': 38.70919626, 'lng': -9.138081068}",,2022-08-15 11:00:00,QA0N
68,QAPM250008,1h,202208151100000000,UTC,6.0,µg/m3,Baixa - Rua do Ouro,"{'x': -87413.3926, 'y': -105994.752, 'z': 0, 'lat': 38.70919626, 'lng': -9.138081068}",,2022-08-15 11:00:00,QAPM
69,QAPM100008,1h,202208151100000000,UTC,10.0,µg/m3,Baixa - Rua do Ouro,"{'x': -87413.3926, 'y': -105994.752, 'z': 0, 'lat': 38.70919626, 'lng': -9.138081068}",,2022-08-15 11:00:00,QAPM
70,QA00CO0008,1h,202208151100000000,UTC,0.259,mg/m3,Baixa - Rua do Ouro,"{'x': -87413.3926, 'y': -105994.752, 'z': 0, 'lat': 38.70919626, 'lng': -9.138081068}",,2022-08-15 11:00:00,QA00
71,RULAEQ0008,1h,202208151100000000,UTC,70.0,dB(A),Baixa - Rua do Ouro,"{'x': -87413.3926, 'y': -105994.752, 'z': 0, 'lat': 38.70919626, 'lng': -9.138081068}",,2022-08-15 11:00:00,RULA
72,ME00PA0008,1h,202208151100000000,UTC,1014.0,mbar,Baixa - Rua do Ouro,"{'x': -87413.3926, 'y': -105994.752, 'z': 0, 'lat': 38.70919626, 'lng': -9.138081068}",,2022-08-15 11:00:00,ME00
73,ME00HR0008,1h,202208151100000000,UTC,56.8,%,Baixa - Rua do Ouro,"{'x': -87413.3926, 'y': -105994.752, 'z': 0, 'lat': 38.70919626, 'lng': -9.138081068}",,2022-08-15 11:00:00,ME00
74,METEMP0008,1h,202208151100000000,UTC,27.5,ºC,Baixa - Rua do Ouro,"{'x': -87413.3926, 'y': -105994.752, 'z': 0, 'lat': 38.70919626, 'lng': -9.138081068}",,2022-08-15 11:00:00,METE
75,QA00NO0009,1h,202208151100000000,UTC,22.0,µg/m3,Praça do Comércio,"{'x': -86288.2424, 'y': -105644.2158, 'z': 0, 'lat': 38.70689586, 'lng': -9.136210072}",,2022-08-15 11:00:00,QA00
76,QA0NO20009,1h,202208151100000000,UTC,11.0,µg/m3,Praça do Comércio,"{'x': -86288.2424, 'y': -105644.2158, 'z': 0, 'lat': 38.70689586, 'lng': -9.136210072}",,2022-08-15 11:00:00,QA0N
77,QA00O30009,1h,202208151100000000,UTC,106.0,µg/m3,Praça do Comércio,"{'x': -86288.2424, 'y': -105644.2158, 'z': 0, 'lat': 38.70689586, 'lng': -9.136210072}",,2022-08-15 11:00:00,QA00
78,QAPM250009,1h,202208151100000000,UTC,4.0,µg/m3,Praça do Comércio,"{'x': -86288.2424, 'y': -105644.2158, 'z': 0, 'lat': 38.70689586, 'lng': -9.136210072}",,2022-08-15 11:00:00,QAPM
79,QAPM100009,1h,202208151100000000,UTC,12.0,µg/m3,Praça do Comércio,"{'x': -86288.2424, 'y': -105644.2158, 'z': 0, 'lat': 38.70689586, 'lng': -9.136210072}",,2022-08-15 11:00:00,QAPM
80,QA00CO0009,1h,202208151100000000,UTC,0.0723724,mg/m3,Praça do Comércio,"{'x': -86288.2424, 'y': -105644.2158, 'z': 0, 'lat': 38.70689586, 'lng': -9.136210072}",,2022-08-15 11:00:00,QA00
81,RULAEQ0009,1h,202208151100000000,UTC,70.0,dB(A),Praça do Comércio,"{'x': -86288.2424, 'y': -105644.2158, 'z': 0, 'lat': 38.70689586, 'lng': -9.136210072}",,2022-08-15 11:00:00,RULA
82,ME00PA0009,1h,202208151100000000,UTC,1014.0,mbar,Praça do Comércio,"{'x': -86288.2424, 'y': -105644.2158, 'z': 0, 'lat': 38.70689586, 'lng': -9.136210072}",,2022-08-15 11:00:00,ME00
83,ME00HR0009,1h,202208151100000000,UTC,60.5,%,Praça do Comércio,"{'x': -86288.2424, 'y': -105644.2158, 'z': 0, 'lat': 38.70689586, 'lng': -9.136210072}",,2022-08-15 11:00:00,ME00
84,METEMP0009,1h,202208151100000000,UTC,25.2,ºC,Praça do Comércio,"{'x': -86288.2424, 'y': -105644.2158, 'z': 0, 'lat': 38.70689586, 'lng': -9.136210072}",,2022-08-15 11:00:00,METE
85,QA0SO20009,1h,202208151100000000,UTC,-99.0,µg/m3,Praça do Comércio,"{'x': -86288.2424, 'y': -105644.2158, 'z': 0, 'lat': 38.70689586, 'lng': -9.136210072}",,2022-08-15 11:00:00,QA0S
86,QA0NO20010,1h,202208151100000000,UTC,49.0,µg/m3,Alto da Ajuda - Rua Sá Nogueira,"{'x': -92368.6953, 'y': -105730.1565, 'z': 0, 'lat': 38.7110759, 'lng': -9.195077515}",,2022-08-15 11:00:00,QA0N
