,id,date,dateStandard,value,unit,address,coordinates,date_modified,acronimo_short
0,QA00NO0001,202105151200000000,UTC,49.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 12:00:00,QA00
1,QA0NO20001,202105151200000000,UTC,68.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 12:00:00,QA0N
2,QA00O30001,202105151200000000,UTC,63.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 12:00:00,QA00
3,QAPM250001,202105150000000000,UTC,7.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 00:00:00,QAPM
4,QAPM100001,202105150000000000,UTC,18.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 00:00:00,QAPM
5,QA0SO20001,202105150000000000,UTC,-99.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 00:00:00,QA0S
6,QA00CO0001,202105150800000000,UTC,0.0025,mg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 08:00:00,QA00
7,RULAEQ0001,202105151200000000,UTC,54.0,dB(A),Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 12:00:00,RULA
8,ME00PA0001,202105151200000000,UTC,1015.0,Mbar,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 12:00:00,ME00
9,ME00HR0001,202105151200000000,UTC,60.8,%,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 12:00:00,ME00
10,METEMP0001,202105151200000000,UTC,22.2,ºC,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 12:00:00,METE
11,ME00VI0001,202105151200000000,UTC,-99.0,km/h,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 12:00:00,ME00
12,ME00VD0001,202105151200000000,UTC,-99.0,º,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 12:00:00,ME00
13,ME00PP0001,202105151200000000,UTC,-99.0,mm,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",2021-05-15 12:00:00,ME00
