,id,avg,date,dateStandard,value,unit,address,coordinates,directions,date_modified,acronimo_short
0,QA00NO0001,1h,202212291000000000,UTC,55.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-12-29 10:00:00,QA00
1,QA0NO20001,1h,202212291000000000,UTC,50.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-12-29 10:00:00,QA0N
2,QA00O30001,1h,202212291000000000,UTC,42.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-12-29 10:00:00,QA00
3,QAPM250001,1h,202212291000000000,UTC,7.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-12-29 10:00:00,QAPM
4,QAPM100001,1h,202212291000000000,UTC,20.0,µg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-12-29 10:00:00,QAPM
5,QA00CO0001,1h,202212291000000000,UTC,0.19621870000000002,mg/m3,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-12-29 10:00:00,QA00
6,RULAEQ0001,1h,202212291000000000,UTC,55.0,dB(A),Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-12-29 10:00:00,RULA
7,ME00PA0001,1h,202212291000000000,UTC,1019.0,mbar,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-12-29 10:00:00,ME00
8,ME00HR0001,1h,202212291000000000,UTC,88.6,%,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-12-29 10:00:00,ME00
9,METEMP0001,1h,202212291000000000,UTC,17.8,ºC,Calçada da Ajuda,"{'x': -92781, 'y': -106663, 'z': 0, 'lat': 38.70263097, 'lng': -9.199692206}",,2022-12-29 10:00:00,METE
10,QA00NO0003,1h,202212291000000000,UTC,24.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-12-29 10:00:00,QA00
11,QA0NO20003,1h,202212291000000000,UTC,34.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-12-29 10:00:00,QA0N
12,QA00O30003,1h,202212291000000000,UTC,37.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-12-29 10:00:00,QA00
13,QAPM250003,1h,202212291000000000,UTC,47.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-12-29 10:00:00,QAPM
14,QAPM100003,1h,202212291000000000,UTC,115.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-12-29 10:00:00,QAPM
15,QA0SO20003,1h,202212291000000000,UTC,21.0,µg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-12-29 10:00:00,QA0S
16,QA00CO0003,1h,202212291000000000,UTC,0.060398600000000004,mg/m3,Cais do Sodré,"{'x': -87898.5002957, 'y': -106426.059635, 'z': 0, 'lat': 38.7052635, 'lng': -9.143602756}",,2022-12-29 10:00:00,QA00
